prospect_id,start_date,funnel_stage,access_channel,region,lead_source,days_interacted,services_interested,services_purchased,revenue,total_cost
1630,3/1/2025 3:22,Interested,Desktop,Canada,Social Media,40,2,0,0,409
1715,1/27/2025 13:05,Awareness,Tablet,USA,Direct,24,1,0,0,288
2525,6/3/2025 16:12,Awareness,Desktop,India,Social Media,53,1,0,0,561
2203,3/2/2025 18:08,Awareness,Mobile,UK,Google,119,1,0,0,749
2203,3/2/2025 18:09,Interested,Mobile,UK,Google,93,2,0,0,664
2203,3/2/2025 18:11,Proposal & Negotiation,Mobile,UK,Google,115,2,0,0,349
2511,4/17/2025 6:01,Awareness,Desktop,Canada,Google,75,1,0,0,207
2511,4/17/2025 6:02,Interested,Desktop,Canada,Google,51,2,0,0,707
1654,7/8/2025 23:29,Awareness,Tablet,Canada,Google,128,1,0,0,246
1654,7/8/2025 23:32,Interested,Tablet,Canada,Google,122,3,0,0,469
1595,7/27/2025 14:32,Awareness,Mobile,France,Direct,95,0,0,0,645
1595,7/27/2025 14:34,Interested,Mobile,France,Direct,128,2,0,0,533
1595,7/27/2025 14:36,Proposal & Negotiation,Mobile,France,Direct,122,4,0,0,781
2103,7/26/2025 18:42,Awareness,Desktop,France,Email,92,1,0,0,590
2103,7/26/2025 18:44,Interested,Desktop,France,Email,125,2,0,0,616
2103,7/26/2025 18:45,Proposal & Negotiation,Desktop,France,Email,73,5,0,0,746
2103,7/26/2025 18:47,Proposal & Negotiation,Desktop,France,Email,100,5,0,0,673
2103,7/26/2025 18:50,Deal Signed,Desktop,France,Email,129,1,1,5670,1829
1471,7/20/2025 18:52,Awareness,Mobile,France,Google,125,0,0,0,605
1471,7/20/2025 18:53,Interested,Mobile,France,Google,54,2,0,0,670
1471,7/20/2025 18:54,Proposal & Negotiation,Mobile,France,Google,71,1,0,0,271
1008,3/28/2025 1:42,Awareness,Mobile,Canada,Social Media,30,1,0,0,617
1008,3/28/2025 1:43,Interested,Mobile,Canada,Social Media,57,3,0,0,449
1008,3/28/2025 1:44,Proposal & Negotiation,Mobile,Canada,Social Media,69,2,0,0,406
1008,3/28/2025 1:47,Proposal & Negotiation,Mobile,Canada,Social Media,122,3,0,0,741
1008,3/28/2025 1:49,Deal Signed,Mobile,Canada,Social Media,114,5,4,24830,11717
1864,1/4/2025 15:05,Awareness,Mobile,Canada,Direct,53,0,0,0,597
1864,1/4/2025 15:08,Interested,Mobile,Canada,Direct,126,1,0,0,572
1660,8/28/2025 6:37,Awareness,Tablet,UK,Social Media,129,0,0,0,225
1660,8/28/2025 6:38,Interested,Tablet,UK,Social Media,78,2,0,0,650
1660,8/28/2025 6:39,Proposal & Negotiation,Tablet,UK,Social Media,58,1,0,0,412
1660,8/28/2025 6:42,Proposal & Negotiation,Tablet,UK,Social Media,129,1,0,0,290
1660,8/28/2025 6:43,Deal Signed,Tablet,UK,Social Media,53,3,1,5150,1749
1226,3/21/2025 3:08,Awareness,Tablet,UK,Direct,34,0,0,0,759
1226,3/21/2025 3:08,Interested,Tablet,UK,Direct,28,2,0,0,638
1226,3/21/2025 3:09,Proposal & Negotiation,Tablet,UK,Direct,36,5,0,0,648
1226,3/21/2025 3:10,Proposal & Negotiation,Tablet,UK,Direct,54,1,0,0,239
1226,3/21/2025 3:12,Deal Signed,Tablet,UK,Direct,119,5,5,35390,18962
2572,5/20/2025 10:06,Awareness,Desktop,Australia,Email,73,1,0,0,256
2460,7/13/2025 9:23,Awareness,Tablet,Germany,Email,83,0,0,0,339
2368,3/15/2025 9:55,Awareness,Tablet,Germany,Social Media,85,0,0,0,577
2368,3/15/2025 9:58,Interested,Tablet,Germany,Social Media,129,1,0,0,590
2010,2/8/2025 21:43,Awareness,Mobile,UK,Google,122,0,0,0,293
2202,8/1/2025 2:23,Awareness,Desktop,Australia,Direct,122,0,0,0,664
2202,8/1/2025 2:25,Interested,Desktop,Australia,Direct,122,1,0,0,761
2118,1/20/2025 3:20,Awareness,Tablet,India,Direct,120,1,0,0,644
2118,1/20/2025 3:20,Interested,Tablet,India,Direct,20,2,0,0,785
1450,2/25/2025 10:07,Awareness,Desktop,Canada,Social Media,115,0,0,0,568
2012,1/1/2025 0:25,Awareness,Mobile,Canada,Google,23,0,0,0,453
2012,1/1/2025 0:26,Interested,Mobile,Canada,Google,101,3,0,0,569
2012,1/1/2025 0:29,Proposal & Negotiation,Mobile,Canada,Google,126,5,0,0,771
1066,7/8/2025 16:54,Awareness,Desktop,UK,Email,22,1,0,0,799
1057,6/15/2025 21:05,Awareness,Tablet,UK,Direct,27,1,0,0,422
1057,6/15/2025 21:06,Interested,Tablet,UK,Direct,85,3,0,0,590
1057,6/15/2025 21:07,Proposal & Negotiation,Tablet,UK,Direct,25,3,0,0,262
1230,3/9/2025 11:00,Awareness,Mobile,India,Google,18,0,0,0,363
2386,7/6/2025 8:06,Awareness,Mobile,Australia,Direct,105,0,0,0,590
2556,8/23/2025 21:10,Awareness,Mobile,Canada,Google,76,0,0,0,371
2556,8/23/2025 21:12,Interested,Mobile,Canada,Google,123,3,0,0,420
1642,6/10/2025 4:48,Awareness,Desktop,Canada,Email,16,0,0,0,531
2864,5/13/2025 9:56,Awareness,Desktop,Canada,Email,122,1,0,0,232
2864,5/13/2025 9:58,Interested,Desktop,Canada,Email,113,1,0,0,594
2148,3/19/2025 17:58,Awareness,Mobile,Canada,Direct,98,1,0,0,296
2148,3/19/2025 18:01,Interested,Mobile,Canada,Direct,128,3,0,0,781
1927,3/9/2025 5:32,Awareness,Desktop,France,Social Media,53,0,0,0,237
2106,3/25/2025 22:40,Awareness,Mobile,France,Email,125,0,0,0,700
2106,3/25/2025 22:42,Interested,Mobile,France,Email,112,2,0,0,555
2106,3/25/2025 22:44,Proposal & Negotiation,Mobile,France,Email,117,5,0,0,571
2106,3/25/2025 22:46,Proposal & Negotiation,Mobile,France,Email,129,1,0,0,251
2106,3/25/2025 22:47,Deal Signed,Mobile,France,Email,99,2,1,5650,2169
2504,7/24/2025 22:12,Awareness,Desktop,Germany,Email,36,1,0,0,800
2504,7/24/2025 22:15,Interested,Desktop,Germany,Email,128,1,0,0,623
1216,7/11/2025 16:38,Awareness,Tablet,UK,Google,126,0,0,0,734
1216,7/11/2025 16:40,Interested,Tablet,UK,Google,95,3,0,0,709
1611,8/1/2025 3:05,Awareness,Mobile,India,Direct,122,0,0,0,223
1611,8/1/2025 3:06,Interested,Mobile,India,Direct,58,1,0,0,277
1611,8/1/2025 3:08,Proposal & Negotiation,Mobile,India,Direct,84,3,0,0,272
1611,8/1/2025 3:08,Proposal & Negotiation,Mobile,India,Direct,42,1,0,0,312
1611,8/1/2025 3:09,Deal Lost,Mobile,India,Direct,33,3,0,0,504
2994,6/8/2025 7:19,Awareness,Mobile,India,Google,36,1,0,0,451
2994,6/8/2025 7:22,Interested,Mobile,India,Google,129,1,0,0,204
2994,6/8/2025 7:24,Proposal & Negotiation,Mobile,India,Google,93,4,0,0,790
1491,1/17/2025 21:49,Awareness,Desktop,France,Direct,98,0,0,0,607
1491,1/17/2025 21:52,Interested,Desktop,France,Direct,126,1,0,0,309
2920,4/11/2025 14:21,Awareness,Mobile,Germany,Direct,15,0,0,0,520
2920,4/11/2025 14:23,Interested,Mobile,Germany,Direct,119,3,0,0,491
2918,8/31/2025 0:18,Awareness,Tablet,USA,Social Media,43,0,0,0,344
2918,8/31/2025 0:19,Interested,Tablet,USA,Social Media,99,2,0,0,506
1341,8/27/2025 19:00,Awareness,Desktop,USA,Email,122,1,0,0,239
1341,8/27/2025 19:01,Interested,Desktop,USA,Email,104,2,0,0,367
1874,6/30/2025 22:44,Awareness,Mobile,Germany,Google,78,1,0,0,762
2867,2/25/2025 23:06,Awareness,Mobile,France,Google,111,1,0,0,390
2867,2/25/2025 23:08,Interested,Mobile,France,Google,126,2,0,0,332
2867,2/25/2025 23:11,Proposal & Negotiation,Mobile,France,Google,119,4,0,0,518
2867,2/25/2025 23:14,Proposal & Negotiation,Mobile,France,Google,129,4,0,0,334
2867,2/25/2025 23:16,Deal Signed,Mobile,France,Google,122,5,4,29280,15238
1400,4/27/2025 6:29,Awareness,Desktop,Canada,Direct,109,0,0,0,414
1782,1/3/2025 21:48,Awareness,Desktop,UK,Social Media,32,1,0,0,454
1782,1/3/2025 21:51,Interested,Desktop,UK,Social Media,119,3,0,0,253
1782,1/3/2025 21:52,Proposal & Negotiation,Desktop,UK,Social Media,57,5,0,0,682
1782,1/3/2025 21:54,Proposal & Negotiation,Desktop,UK,Social Media,129,4,0,0,446
1782,1/3/2025 21:56,Deal Signed,Desktop,UK,Social Media,129,2,2,15760,6403
2603,4/20/2025 22:42,Awareness,Mobile,France,Email,48,0,0,0,681
2603,4/20/2025 22:44,Interested,Mobile,France,Email,122,3,0,0,789
2124,5/12/2025 22:26,Awareness,Tablet,India,Email,59,1,0,0,667
2124,5/12/2025 22:28,Interested,Tablet,India,Email,90,3,0,0,395
1383,4/8/2025 20:08,Awareness,Desktop,UK,Social Media,84,0,0,0,403
2412,8/20/2025 15:05,Awareness,Tablet,India,Google,84,1,0,0,354
1438,7/12/2025 23:34,Awareness,Mobile,Germany,Social Media,129,0,0,0,516
1770,5/31/2025 16:09,Awareness,Desktop,India,Social Media,99,0,0,0,482
1770,5/31/2025 16:10,Interested,Desktop,India,Social Media,99,1,0,0,326
1078,6/2/2025 5:58,Awareness,Mobile,India,Direct,36,1,0,0,612
1078,6/2/2025 6:00,Interested,Mobile,India,Direct,97,2,0,0,266
1791,6/24/2025 10:17,Awareness,Desktop,UK,Google,66,1,0,0,723
2554,6/22/2025 13:49,Awareness,Tablet,USA,Google,129,1,0,0,240
2554,6/22/2025 13:51,Interested,Tablet,USA,Google,119,2,0,0,311
2677,1/11/2025 14:45,Awareness,Tablet,Canada,Google,43,0,0,0,335
2677,1/11/2025 14:48,Interested,Tablet,Canada,Google,126,3,0,0,698
2677,1/11/2025 14:49,Proposal & Negotiation,Tablet,Canada,Google,60,2,0,0,481
2311,7/12/2025 23:01,Awareness,Mobile,Canada,Email,115,0,0,0,744
2311,7/12/2025 23:03,Interested,Mobile,Canada,Email,123,3,0,0,513
2311,7/12/2025 23:06,Proposal & Negotiation,Mobile,Canada,Email,126,1,0,0,362
2311,7/12/2025 23:07,Proposal & Negotiation,Mobile,Canada,Email,81,2,0,0,681
2311,7/12/2025 23:08,Deal Signed,Mobile,Canada,Email,17,4,2,14550,6064
2881,5/8/2025 2:45,Awareness,Mobile,Germany,Direct,60,0,0,0,497
2881,5/8/2025 2:46,Interested,Mobile,Germany,Direct,58,1,0,0,472
1726,5/20/2025 12:49,Awareness,Desktop,India,Email,55,1,0,0,351
1726,5/20/2025 12:51,Interested,Desktop,India,Email,122,2,0,0,561
2343,6/3/2025 4:09,Awareness,Mobile,UK,Email,109,1,0,0,639
1355,8/8/2025 19:13,Awareness,Desktop,USA,Direct,25,0,0,0,609
1355,8/8/2025 19:15,Interested,Desktop,USA,Direct,119,1,0,0,388
2633,4/13/2025 14:47,Awareness,Mobile,Canada,Google,122,1,0,0,636
2641,2/1/2025 6:46,Awareness,Desktop,UK,Google,119,1,0,0,521
2641,2/1/2025 6:49,Interested,Desktop,UK,Google,119,1,0,0,626
2705,1/16/2025 1:47,Awareness,Tablet,Canada,Social Media,128,0,0,0,397
2705,1/16/2025 1:48,Interested,Tablet,Canada,Social Media,61,3,0,0,518
2705,1/16/2025 1:51,Proposal & Negotiation,Tablet,Canada,Social Media,128,1,0,0,559
1328,8/31/2025 23:25,Awareness,Mobile,Australia,Email,116,1,0,0,674
1328,8/31/2025 23:26,Interested,Mobile,Australia,Email,72,1,0,0,485
1328,8/31/2025 23:28,Proposal & Negotiation,Mobile,Australia,Email,80,2,0,0,428
1226,2/7/2025 3:02,Awareness,Tablet,UK,Email,39,0,0,0,564
2980,2/11/2025 0:12,Awareness,Mobile,Australia,Email,23,1,0,0,631
2980,2/11/2025 0:14,Interested,Mobile,Australia,Email,100,3,0,0,736
2980,2/11/2025 0:17,Proposal & Negotiation,Mobile,Australia,Email,129,5,0,0,520
2813,3/8/2025 14:47,Awareness,Desktop,Germany,Direct,22,1,0,0,466
2813,3/8/2025 14:49,Interested,Desktop,Germany,Direct,126,1,0,0,436
2658,4/9/2025 21:02,Awareness,Tablet,UK,Social Media,15,1,0,0,379
2658,4/9/2025 21:03,Interested,Tablet,UK,Social Media,83,2,0,0,697
2275,3/6/2025 20:39,Awareness,Mobile,India,Google,129,0,0,0,680
2561,5/1/2025 20:18,Awareness,Tablet,France,Google,129,0,0,0,726
2561,5/1/2025 20:19,Interested,Tablet,France,Google,41,1,0,0,342
2561,5/1/2025 20:20,Proposal & Negotiation,Tablet,France,Google,63,3,0,0,564
2690,1/3/2025 3:54,Awareness,Tablet,France,Email,128,1,0,0,622
2690,1/3/2025 3:56,Interested,Tablet,France,Email,119,2,0,0,648
2690,1/3/2025 3:58,Proposal & Negotiation,Tablet,France,Email,104,1,0,0,717
2690,1/3/2025 3:59,Proposal & Negotiation,Tablet,France,Email,68,5,0,0,695
2690,1/3/2025 4:00,Deal Signed,Tablet,France,Email,49,1,1,5120,1917
1315,8/31/2025 9:50,Awareness,Mobile,Australia,Email,119,0,0,0,705
1315,8/31/2025 9:50,Interested,Mobile,Australia,Email,53,1,0,0,700
1923,5/7/2025 19:36,Awareness,Tablet,France,Social Media,20,0,0,0,729
2923,1/3/2025 18:13,Awareness,Desktop,India,Direct,67,1,0,0,243
2923,1/3/2025 18:13,Interested,Desktop,India,Direct,20,2,0,0,499
2923,1/3/2025 18:15,Proposal & Negotiation,Desktop,India,Direct,100,5,0,0,792
1458,7/4/2025 21:09,Awareness,Mobile,UK,Email,128,1,0,0,733
1458,7/4/2025 21:09,Interested,Mobile,UK,Email,27,1,0,0,246
1954,1/23/2025 2:25,Awareness,Tablet,USA,Email,47,1,0,0,471
2623,7/3/2025 6:06,Awareness,Desktop,Australia,Email,122,0,0,0,633
2623,7/3/2025 6:07,Interested,Desktop,Australia,Email,59,2,0,0,638
2847,7/9/2025 18:12,Awareness,Mobile,UK,Social Media,128,0,0,0,379
1695,1/5/2025 4:05,Awareness,Desktop,USA,Google,61,0,0,0,380
1695,1/5/2025 4:06,Interested,Desktop,USA,Google,62,2,0,0,335
2193,6/16/2025 16:14,Awareness,Mobile,UK,Social Media,95,0,0,0,755
2193,6/16/2025 16:16,Interested,Mobile,UK,Social Media,77,1,0,0,230
2468,4/10/2025 23:13,Awareness,Desktop,France,Direct,98,1,0,0,636
2468,4/10/2025 23:14,Interested,Desktop,France,Direct,69,3,0,0,305
2211,4/3/2025 13:13,Awareness,Tablet,Germany,Direct,122,1,0,0,456
2211,4/3/2025 13:16,Interested,Tablet,Germany,Direct,129,3,0,0,407
1040,3/14/2025 23:13,Awareness,Mobile,India,Google,129,1,0,0,284
1040,3/14/2025 23:13,Interested,Mobile,India,Google,18,2,0,0,571
2562,6/12/2025 5:21,Awareness,Tablet,USA,Social Media,55,1,0,0,277
2562,6/12/2025 5:23,Interested,Tablet,USA,Social Media,122,2,0,0,508
2562,6/12/2025 5:25,Proposal & Negotiation,Tablet,USA,Social Media,81,3,0,0,454
2102,5/9/2025 16:17,Awareness,Desktop,India,Email,95,1,0,0,495
2102,5/9/2025 16:19,Interested,Desktop,India,Email,119,2,0,0,409
1276,3/18/2025 16:32,Awareness,Tablet,UK,Email,75,1,0,0,657
1276,3/18/2025 16:33,Interested,Tablet,UK,Email,21,3,0,0,766
1276,3/18/2025 16:34,Proposal & Negotiation,Tablet,UK,Email,74,1,0,0,693
2607,5/11/2025 19:32,Awareness,Mobile,Canada,Email,83,1,0,0,232
2607,5/11/2025 19:33,Interested,Mobile,Canada,Email,53,3,0,0,345
2607,5/11/2025 19:36,Proposal & Negotiation,Mobile,Canada,Email,129,3,0,0,259
2607,5/11/2025 19:37,Proposal & Negotiation,Mobile,Canada,Email,105,4,0,0,603
2607,5/11/2025 19:39,Deal Lost,Mobile,Canada,Email,81,5,0,0,518
1057,4/6/2025 10:27,Awareness,Desktop,Germany,Social Media,35,0,0,0,484
1057,4/6/2025 10:28,Interested,Desktop,Germany,Social Media,92,1,0,0,471
1057,4/6/2025 10:29,Proposal & Negotiation,Desktop,Germany,Social Media,32,4,0,0,783
1057,4/6/2025 10:30,Proposal & Negotiation,Desktop,Germany,Social Media,61,1,0,0,512
1057,4/6/2025 10:32,Deal Lost,Desktop,Germany,Social Media,126,1,0,0,751
2487,2/28/2025 7:45,Awareness,Tablet,India,Direct,18,0,0,0,708
2487,2/28/2025 7:46,Interested,Tablet,India,Direct,84,2,0,0,430
1933,3/24/2025 3:58,Awareness,Mobile,Canada,Direct,122,1,0,0,252
1933,3/24/2025 4:00,Interested,Mobile,Canada,Direct,90,2,0,0,549
2562,8/24/2025 9:18,Awareness,Mobile,France,Social Media,43,1,0,0,746
2667,3/26/2025 7:04,Awareness,Tablet,Australia,Email,46,1,0,0,479
2667,3/26/2025 7:06,Interested,Tablet,Australia,Email,119,2,0,0,375
1806,3/2/2025 4:35,Awareness,Mobile,Canada,Google,95,0,0,0,418
1806,3/2/2025 4:35,Interested,Mobile,Canada,Google,41,1,0,0,735
1614,3/2/2025 15:11,Awareness,Desktop,Australia,Email,128,0,0,0,645
1614,3/2/2025 15:13,Interested,Desktop,Australia,Email,87,3,0,0,769
1962,4/3/2025 13:45,Awareness,Mobile,UK,Social Media,129,0,0,0,628
1962,4/3/2025 13:47,Interested,Mobile,UK,Social Media,122,2,0,0,576
1962,4/3/2025 13:49,Proposal & Negotiation,Mobile,UK,Social Media,102,1,0,0,582
1962,4/3/2025 13:51,Proposal & Negotiation,Mobile,UK,Social Media,113,5,0,0,732
1962,4/3/2025 13:51,Deal Signed,Mobile,UK,Social Media,16,2,1,7380,2607
1543,4/6/2025 17:30,Awareness,Mobile,France,Email,86,0,0,0,777
1543,4/6/2025 17:31,Interested,Mobile,France,Email,94,3,0,0,298
1543,4/6/2025 17:33,Proposal & Negotiation,Mobile,France,Email,129,3,0,0,670
1543,4/6/2025 17:34,Proposal & Negotiation,Mobile,France,Email,24,4,0,0,449
1543,4/6/2025 17:35,Deal Lost,Mobile,France,Email,75,4,0,0,363
1426,8/30/2025 4:10,Awareness,Mobile,Germany,Google,101,1,0,0,543
1426,8/30/2025 4:13,Interested,Mobile,Germany,Google,129,2,0,0,328
1853,6/7/2025 8:55,Awareness,Mobile,Germany,Social Media,112,0,0,0,307
1853,6/7/2025 8:56,Interested,Mobile,Germany,Social Media,76,2,0,0,613
2828,1/17/2025 4:08,Awareness,Desktop,France,Email,94,0,0,0,600
2828,1/17/2025 4:11,Interested,Desktop,France,Email,126,2,0,0,703
2870,8/4/2025 13:26,Awareness,Desktop,Canada,Google,15,0,0,0,697
2870,8/4/2025 13:27,Interested,Desktop,Canada,Google,72,3,0,0,324
2870,8/4/2025 13:29,Proposal & Negotiation,Desktop,Canada,Google,118,1,0,0,516
2870,8/4/2025 13:31,Proposal & Negotiation,Desktop,Canada,Google,126,1,0,0,560
2870,8/4/2025 13:33,Deal Lost,Desktop,Canada,Google,126,4,0,0,361
2665,8/14/2025 20:22,Awareness,Tablet,Australia,Direct,129,1,0,0,234
2665,8/14/2025 20:23,Interested,Tablet,Australia,Direct,61,1,0,0,502
2659,6/22/2025 13:29,Awareness,Mobile,UK,Google,90,0,0,0,624
2659,6/22/2025 13:31,Interested,Mobile,UK,Google,127,2,0,0,474
1760,2/25/2025 8:47,Awareness,Mobile,Australia,Google,57,0,0,0,526
1760,2/25/2025 8:50,Interested,Mobile,Australia,Google,126,1,0,0,225
1760,2/25/2025 8:52,Proposal & Negotiation,Mobile,Australia,Google,109,1,0,0,381
1760,2/25/2025 8:52,Proposal & Negotiation,Mobile,Australia,Google,25,3,0,0,504
1760,2/25/2025 8:53,Deal Signed,Mobile,Australia,Google,82,3,2,17410,7490
2991,7/1/2025 15:37,Awareness,Desktop,Australia,Google,52,1,0,0,397
2991,7/1/2025 15:38,Interested,Desktop,Australia,Google,59,1,0,0,378
1246,7/30/2025 22:57,Awareness,Desktop,Australia,Social Media,117,1,0,0,582
1246,7/30/2025 23:00,Interested,Desktop,Australia,Social Media,128,2,0,0,657
1246,7/30/2025 23:01,Proposal & Negotiation,Desktop,Australia,Social Media,36,2,0,0,710
1246,7/30/2025 23:03,Proposal & Negotiation,Desktop,Australia,Social Media,126,2,0,0,639
1246,7/30/2025 23:04,Deal Signed,Desktop,Australia,Social Media,54,2,2,13620,5921
1626,4/9/2025 8:13,Awareness,Desktop,Germany,Google,116,0,0,0,329
1626,4/9/2025 8:15,Interested,Desktop,Germany,Google,119,2,0,0,267
1051,4/2/2025 20:38,Awareness,Tablet,Germany,Social Media,44,0,0,0,231
1051,4/2/2025 20:41,Interested,Tablet,Germany,Social Media,126,3,0,0,760
1051,4/2/2025 20:42,Proposal & Negotiation,Tablet,Germany,Social Media,39,4,0,0,539
1051,4/2/2025 20:45,Proposal & Negotiation,Tablet,Germany,Social Media,129,4,0,0,365
1051,4/2/2025 20:47,Deal Signed,Tablet,Germany,Social Media,126,5,2,14230,5984
2697,7/9/2025 2:45,Awareness,Desktop,Australia,Email,72,0,0,0,555
2697,7/9/2025 2:46,Interested,Desktop,Australia,Email,92,1,0,0,423
1146,6/19/2025 6:52,Awareness,Tablet,India,Social Media,46,0,0,0,211
1146,6/19/2025 6:54,Interested,Tablet,India,Social Media,122,1,0,0,467
1146,6/19/2025 6:54,Proposal & Negotiation,Tablet,India,Social Media,17,3,0,0,704
1146,6/19/2025 6:57,Proposal & Negotiation,Tablet,India,Social Media,119,3,0,0,615
1146,6/19/2025 6:59,Deal Lost,Tablet,India,Social Media,126,5,0,0,478
1027,1/22/2025 3:31,Awareness,Mobile,UK,Direct,48,1,0,0,287
1027,1/22/2025 3:34,Interested,Mobile,UK,Direct,129,2,0,0,645
2440,2/23/2025 9:26,Awareness,Tablet,Canada,Direct,128,1,0,0,498
2440,2/23/2025 9:27,Interested,Tablet,Canada,Direct,86,3,0,0,714
2440,2/23/2025 9:28,Proposal & Negotiation,Tablet,Canada,Direct,44,4,0,0,725
1525,4/18/2025 17:11,Awareness,Mobile,India,Google,127,1,0,0,597
1525,4/18/2025 17:14,Interested,Mobile,India,Google,129,3,0,0,338
1612,5/30/2025 23:37,Awareness,Mobile,India,Google,128,1,0,0,446
2680,1/24/2025 5:45,Awareness,Desktop,USA,Direct,119,1,0,0,653
2680,1/24/2025 5:46,Interested,Desktop,USA,Direct,97,1,0,0,543
1680,5/24/2025 8:22,Awareness,Desktop,India,Google,107,0,0,0,296
1680,5/24/2025 8:24,Interested,Desktop,India,Google,119,3,0,0,367
1680,5/24/2025 8:27,Proposal & Negotiation,Desktop,India,Google,129,2,0,0,217
1680,5/24/2025 8:29,Proposal & Negotiation,Desktop,India,Google,113,2,0,0,760
1680,5/24/2025 8:30,Deal Lost,Desktop,India,Google,59,3,0,0,375
2194,4/21/2025 19:11,Awareness,Mobile,UK,Google,123,1,0,0,686
2194,4/21/2025 19:13,Interested,Mobile,UK,Google,126,2,0,0,350
2194,4/21/2025 19:14,Proposal & Negotiation,Mobile,UK,Google,17,5,0,0,785
2194,4/21/2025 19:16,Proposal & Negotiation,Mobile,UK,Google,121,2,0,0,651
2194,4/21/2025 19:19,Deal Lost,Mobile,UK,Google,129,4,0,0,608
1502,6/1/2025 12:17,Awareness,Mobile,Australia,Email,23,0,0,0,676
1502,6/1/2025 12:19,Interested,Mobile,Australia,Email,122,2,0,0,403
1502,6/1/2025 12:21,Proposal & Negotiation,Mobile,Australia,Email,106,1,0,0,477
1502,6/1/2025 12:23,Proposal & Negotiation,Mobile,Australia,Email,100,3,0,0,711
1502,6/1/2025 12:24,Deal Signed,Mobile,Australia,Email,74,3,1,6610,2619
1503,1/21/2025 0:39,Awareness,Tablet,USA,Google,53,0,0,0,364
1503,1/21/2025 0:42,Interested,Tablet,USA,Google,129,2,0,0,508
1503,1/21/2025 0:44,Proposal & Negotiation,Tablet,USA,Google,117,4,0,0,615
1503,1/21/2025 0:46,Proposal & Negotiation,Tablet,USA,Google,122,5,0,0,544
1503,1/21/2025 0:47,Deal Signed,Tablet,USA,Google,67,4,2,13940,5532
2451,5/12/2025 4:18,Awareness,Desktop,India,Google,100,0,0,0,690
2451,5/12/2025 4:19,Interested,Desktop,India,Google,57,2,0,0,499
1340,6/16/2025 0:56,Awareness,Desktop,Germany,Social Media,89,1,0,0,326
1340,6/16/2025 0:57,Interested,Desktop,Germany,Social Media,69,1,0,0,416
1794,3/9/2025 22:10,Awareness,Mobile,Germany,Google,129,0,0,0,795
1794,3/9/2025 22:12,Interested,Mobile,Germany,Google,104,1,0,0,693
1794,3/9/2025 22:15,Proposal & Negotiation,Mobile,Germany,Google,129,5,0,0,504
1291,1/14/2025 16:55,Awareness,Mobile,France,Direct,128,1,0,0,712
1291,1/14/2025 16:57,Interested,Mobile,France,Direct,128,3,0,0,456
2508,3/20/2025 16:15,Awareness,Mobile,France,Google,16,1,0,0,295
2508,3/20/2025 16:16,Interested,Mobile,France,Google,69,1,0,0,476
1143,6/28/2025 22:16,Awareness,Mobile,India,Social Media,49,0,0,0,545
1143,6/28/2025 22:17,Interested,Mobile,India,Social Media,74,1,0,0,418
2330,3/17/2025 0:05,Awareness,Desktop,France,Social Media,122,1,0,0,742
2330,3/17/2025 0:08,Interested,Desktop,France,Social Media,126,1,0,0,651
2330,3/17/2025 0:10,Proposal & Negotiation,Desktop,France,Social Media,126,4,0,0,323
2330,3/17/2025 0:11,Proposal & Negotiation,Desktop,France,Social Media,61,1,0,0,204
2330,3/17/2025 0:14,Deal Lost,Desktop,France,Social Media,126,2,0,0,773
1760,4/10/2025 22:50,Awareness,Mobile,India,Google,17,1,0,0,757
1318,8/21/2025 14:14,Awareness,Mobile,UK,Google,60,1,0,0,597
1318,8/21/2025 14:16,Interested,Mobile,UK,Google,122,2,0,0,520
1413,5/13/2025 18:52,Awareness,Desktop,India,Social Media,128,0,0,0,640
1413,5/13/2025 18:55,Interested,Desktop,India,Social Media,122,2,0,0,474
2191,1/3/2025 1:57,Awareness,Desktop,France,Social Media,82,1,0,0,682
2191,1/3/2025 1:59,Interested,Desktop,France,Social Media,126,3,0,0,322
2191,1/3/2025 2:00,Proposal & Negotiation,Desktop,France,Social Media,88,1,0,0,681
2191,1/3/2025 2:02,Proposal & Negotiation,Desktop,France,Social Media,107,3,0,0,375
2191,1/3/2025 2:03,Deal Signed,Desktop,France,Social Media,36,3,1,5600,1891
2333,4/11/2025 15:34,Awareness,Tablet,France,Direct,31,1,0,0,448
2333,4/11/2025 15:37,Interested,Tablet,France,Direct,128,1,0,0,630
2372,1/20/2025 23:53,Awareness,Desktop,India,Email,107,0,0,0,746
2372,1/20/2025 23:56,Interested,Desktop,India,Email,122,2,0,0,357
2682,3/11/2025 16:50,Awareness,Desktop,India,Social Media,83,1,0,0,382
2367,2/12/2025 9:33,Awareness,Tablet,USA,Email,118,0,0,0,547
2367,2/12/2025 9:35,Interested,Tablet,USA,Email,94,3,0,0,280
2372,4/26/2025 12:54,Awareness,Mobile,UK,Direct,97,1,0,0,560
1644,2/9/2025 9:01,Awareness,Tablet,France,Social Media,119,0,0,0,782
1581,6/11/2025 6:00,Awareness,Mobile,UK,Email,63,0,0,0,761
1581,6/11/2025 6:02,Interested,Mobile,UK,Email,109,2,0,0,598
1383,1/15/2025 17:09,Awareness,Desktop,USA,Social Media,126,0,0,0,799
1383,1/15/2025 17:10,Interested,Desktop,USA,Social Media,70,3,0,0,318
2195,8/23/2025 2:01,Awareness,Mobile,USA,Direct,122,0,0,0,435
2195,8/23/2025 2:02,Interested,Mobile,USA,Direct,64,3,0,0,411
